Epoch,Total Steps,Avg Training Loss,Avg Validation Loss,Time per Epoch (seconds),Generated Sentence,Resource
5,270,3.7102924413151213,4.28522834777832,1426.4658504486083,The greatest victory is that which requires no battle.  Use Soldiers to develop and  Use Soldiers to be trained to avoid a Soldier.  The Soldier’s internal clock.  The amount of the same time. ,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
6,270,3.1914387234935053,4.112627919809318,1404.954427599907,The greatest victory is that which requires no battle.  Experience levels of training is not have to training.  Perform modified and testing.  Perform modified and strength training.  Progress.  Perform modified Preparation for Soldiers to,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
7,270,2.627456197915254,3.9877877985989607,1409.6615396227155,"The greatest victory is that which requires no battle.  Experience levels, and focus to on the Army Combat Fitness.  Increased time zone.  Key nutrients:  Perform modified Conditioning.  The Army leaders to increase in","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
8,270,2.066199252119771,3.902301278931123,1460.3269423544407,"The greatest victory is that which requires no battle. 8-53 for more sleep 11-intensity endurance. The effects of alertness and sleep is also be met not only to maximize sleep-11. 11. The effects of sleep to avoid costly, to sleep-sleep sleep","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
9,270,1.5364395455077842,3.840928518723068,1456.08254453871,"The greatest victory is that which requires no battle.  Experience levels, and nonphysical domains of  The Soldier’s should be required to how the pool.  The Soldier and nonphysical readiness training should be practiced  Key nutrients:","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
10,270,1.0924830233609235,3.8033162757202432,1452.8275935888291,The greatest victory is that which requires no battle.  Experience levels of training is best when performing hard work.  Considerations that help repair and anatomy of the ability to improve their personal level.  Consider joining a new time zone. ,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
11,270,0.7300735396367533,3.7796007270363443,1460.662760994651,The greatest victory is that which requires no battle. 6-21. Pluralistic concerns represented by the Army Combat Fitness Test (USAR) and testing. Army National Guard Soldier’s ability to provide of the Army training to improve performance in the same task. Army career. Training,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
12,270,0.48314191687990116,3.7731470653304346,1455.718410372734,The greatest victory is that which requires no battle.  Experience levels because and assessing religious support for the entire installation.  Seven-daytime in weight.  Loads above and storage facilities and new mission.  Four master fitness trainer (,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
13,270,0.32053641572042746,3.775243834552602,1450.7645809283624,The greatest victory is that which requires no battle.  Experience levels.  Physiological states.  Progress the manufacturer. The reasons (known as CPR) can meet energy requirements and storage facilities comply with the pace of a dietary supplements and nonphysical capabilities to,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
14,270,0.21033416820896997,3.7836647494129405,1466.4956594705582,The greatest victory is that which requires no battle. 6-8. Pluralistic concerns represented by the Army Combat Fitness Test (USAR) and Army National Guard of the United States (ARNG) Soldiers have made up about half of the personnel engaged in current conflicts. In,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
15,270,0.14301738992885307,3.797765157252182,1491.4135684331259,The greatest victory is that which requires no battle. 6-21. Pluralistic concerns represented by the Army (DA) Civilians in leadership positions. Army Whereas earlier efforts were based on static recommendations for all Army Reserve and level of training is necessary for the Army mission of sustaining Soldiers,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
16,270,0.10826484812078653,3.8152729438410864,1493.8737157583237,The greatest victory is that which requires no battle. 6-21. Pluralistic concerns represented by the Army (DA) Civilians in leadership positions. Trainers and educators throughout the Army will also use this publication. Leaders use this time to build on the regulations that does not support the,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
17,270,0.08442272674982194,3.836918631410287,1492.2661838811987,"The greatest victory is that which requires no battle.  Experience levels.  Physiological states.  Consider having Soldiers perform less complex tasks in the same guidance applies to prevent diarrhea.  Strength, and quality of air through non-free supplements","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
18,270,0.07274458940934252,3.8588956506163985,1487.8918148941464,The greatest victory is that which requires no battle.  Experience levels of training.  Weight training Soldiers in the high physical demand tasks (see table 5-rich snacks or foods rather than being added to face and use  Key nutrients: ,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
19,270,0.06567595391361802,3.879999730089719,1484.671739829214,"The greatest victory is that which requires no battle. 6-8. Pluralistic concerns represented by the Establishment Clause are reinforced in other mandates of short bouts of stress, and and incorporate whole grains, and the shortest to various stressful demands, exercise intensity and duration, air temperature,","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
20,270,0.057749829572384004,3.900123276092388,1479.209928023815,The greatest victory is that which requires no battle. Soldiers are not limited to replace the importance of the Army (DA) Civilians in leadership positions. Trainers and educators throughout the Army will also use this publication. Leaders use this time. (NCOs) will be 2 to,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
1,270,7.001032569673327,6.334201600816515,1107.0435223579407,The greatest victory is that which requires no battle. �. �. �. �. �. �. �. �. �. �. �. �. �,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
2,270,5.411703140647323,5.32127105527454,1107.648593902588,The greatest victory is that which requires no battle.  Increased and the  Increased the Soldier’s the  Increased the Soldier’s the  Increased the Soldier’s the Soldier’s the Soldier’s the,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
3,270,4.730078414634422,4.837061748092557,1126.7352236111958,"The greatest victory is that which requires no battle.  Increased and mental readiness.  Increased and  Consider.  Increased of the Soldier’s  The Soldier’s.  Increased, and non","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
4,270,4.19822482974441,4.506749467717277,1135.0928472280502,The greatest victory is that which requires no battle.  The ability to the Soldier’s  The ability to the Soldier’s  The ability to the same the Soldier.  The ability to the Soldier’s. ,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
5,270,3.7102924413151213,4.28522834777832,1140.882261800766,The greatest victory is that which requires no battle.  Use Soldiers to develop and  Use Soldiers to be trained to avoid a Soldier.  The Soldier’s internal clock.  The amount of the same time. ,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
6,270,3.1914387234935053,4.112627919809318,1144.3911251624424,The greatest victory is that which requires no battle.  Experience levels of training is not have to training.  Perform modified and testing.  Perform modified and strength training.  Progress.  Perform modified Preparation for Soldiers to,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
7,270,2.627456197915254,3.9877877985989607,1147.510635307857,"The greatest victory is that which requires no battle.  Experience levels, and focus to on the Army Combat Fitness.  Increased time zone.  Key nutrients:  Perform modified Conditioning.  The Army leaders to increase in","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
8,270,2.066199252119771,3.902301278931123,3428.171114563942,"The greatest victory is that which requires no battle. 8-53 for more sleep 11-intensity endurance. The effects of alertness and sleep is also be met not only to maximize sleep-11. 11. The effects of sleep to avoid costly, to sleep-sleep sleep","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
9,270,1.5364395455077842,3.840928518723068,3188.3457979891036,"The greatest victory is that which requires no battle.  Experience levels, and nonphysical domains of  The Soldier’s should be required to how the pool.  The Soldier and nonphysical readiness training should be practiced  Key nutrients:","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
10,270,1.0924830233609235,3.8033162757202432,3020.4589059591294,The greatest victory is that which requires no battle.  Experience levels of training is best when performing hard work.  Considerations that help repair and anatomy of the ability to improve their personal level.  Consider joining a new time zone. ,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
11,270,0.7300735396367533,3.7796007270363443,2911.2145712158895,The greatest victory is that which requires no battle. 6-21. Pluralistic concerns represented by the Army Combat Fitness Test (USAR) and testing. Army National Guard Soldier’s ability to provide of the Army training to improve performance in the same task. Army career. Training,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
12,270,0.48314191687990116,3.7731470653304346,2806.4718509316444,The greatest victory is that which requires no battle.  Experience levels because and assessing religious support for the entire installation.  Seven-daytime in weight.  Loads above and storage facilities and new mission.  Four master fitness trainer (,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
13,270,0.32053641572042746,3.775243834552602,2747.8847762437968,The greatest victory is that which requires no battle.  Experience levels.  Physiological states.  Progress the manufacturer. The reasons (known as CPR) can meet energy requirements and storage facilities comply with the pace of a dietary supplements and nonphysical capabilities to,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
1,270,7.001032569673327,6.334201600816515,2171.9732925891876,The greatest victory is that which requires no battle. �. �. �. �. �. �. �. �. �. �. �. �. �,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
2,270,5.411703140647323,5.32127105527454,1856.983658194542,The greatest victory is that which requires no battle.  Increased and the  Increased the Soldier’s the  Increased the Soldier’s the  Increased the Soldier’s the Soldier’s the Soldier’s the,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
3,270,4.730078414634422,4.837061748092557,1686.9796682993572,"The greatest victory is that which requires no battle.  Increased and mental readiness.  Increased and  Consider.  Increased of the Soldier’s  The Soldier’s.  Increased, and non","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
4,270,4.19822482974441,4.506749467717277,1602.2381238937378,The greatest victory is that which requires no battle.  The ability to the Soldier’s  The ability to the Soldier’s  The ability to the same the Soldier.  The ability to the Soldier’s. ,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
5,270,3.7102924413151213,4.28522834777832,1552.465404033661,The greatest victory is that which requires no battle.  Use Soldiers to develop and  Use Soldiers to be trained to avoid a Soldier.  The Soldier’s internal clock.  The amount of the same time. ,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
6,270,3.1914387234935053,4.112627919809318,1518.7772087653477,The greatest victory is that which requires no battle.  Experience levels of training is not have to training.  Perform modified and testing.  Perform modified and strength training.  Progress.  Perform modified Preparation for Soldiers to,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
7,270,2.627456197915254,3.9877877985989607,1498.9635696411133,"The greatest victory is that which requires no battle.  Experience levels, and focus to on the Army Combat Fitness.  Increased time zone.  Key nutrients:  Perform modified Conditioning.  The Army leaders to increase in","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
8,270,2.066199252119771,3.902301278931123,1492.6555573046207,"The greatest victory is that which requires no battle. 8-53 for more sleep 11-intensity endurance. The effects of alertness and sleep is also be met not only to maximize sleep-11. 11. The effects of sleep to avoid costly, to sleep-sleep sleep","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
9,270,1.5364395455077842,3.840928518723068,1481.933668454488,"The greatest victory is that which requires no battle.  Experience levels, and nonphysical domains of  The Soldier’s should be required to how the pool.  The Soldier and nonphysical readiness training should be practiced  Key nutrients:","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
10,270,1.0924830233609235,3.8033162757202432,1474.344792175293,The greatest victory is that which requires no battle.  Experience levels of training is best when performing hard work.  Considerations that help repair and anatomy of the ability to improve their personal level.  Consider joining a new time zone. ,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
11,270,0.7300735396367533,3.7796007270363443,1467.833861394362,The greatest victory is that which requires no battle. 6-21. Pluralistic concerns represented by the Army Combat Fitness Test (USAR) and testing. Army National Guard Soldier’s ability to provide of the Army training to improve performance in the same task. Army career. Training,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
12,270,0.48314191687990116,3.7731470653304346,1458.0867697199185,The greatest victory is that which requires no battle.  Experience levels because and assessing religious support for the entire installation.  Seven-daytime in weight.  Loads above and storage facilities and new mission.  Four master fitness trainer (,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
13,270,0.32053641572042746,3.775243834552602,2791.598658158229,The greatest victory is that which requires no battle.  Experience levels.  Physiological states.  Progress the manufacturer. The reasons (known as CPR) can meet energy requirements and storage facilities comply with the pace of a dietary supplements and nonphysical capabilities to,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
14,270,0.21033416820896997,3.7836647494129405,2673.8636236020498,The greatest victory is that which requires no battle. 6-8. Pluralistic concerns represented by the Army Combat Fitness Test (USAR) and Army National Guard of the United States (ARNG) Soldiers have made up about half of the personnel engaged in current conflicts. In,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
15,270,0.14301738992885307,3.797765157252182,2574.2815240065256,The greatest victory is that which requires no battle. 6-21. Pluralistic concerns represented by the Army (DA) Civilians in leadership positions. Army Whereas earlier efforts were based on static recommendations for all Army Reserve and level of training is necessary for the Army mission of sustaining Soldiers,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
16,270,0.10826484812078653,3.8152729438410864,2488.5409489125013,The greatest victory is that which requires no battle. 6-21. Pluralistic concerns represented by the Army (DA) Civilians in leadership positions. Trainers and educators throughout the Army will also use this publication. Leaders use this time to build on the regulations that does not support the,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
17,270,0.08442272674982194,3.836918631410287,2415.580077830483,"The greatest victory is that which requires no battle.  Experience levels.  Physiological states.  Consider having Soldiers perform less complex tasks in the same guidance applies to prevent diarrhea.  Strength, and quality of air through non-free supplements","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
18,270,0.07274458940934252,3.8588956506163985,2351.851957241694,The greatest victory is that which requires no battle.  Experience levels of training.  Weight training Soldiers in the high physical demand tasks (see table 5-rich snacks or foods rather than being added to face and use  Key nutrients: ,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
19,270,0.06567595391361802,3.879999730089719,2293.709654205724,"The greatest victory is that which requires no battle. 6-8. Pluralistic concerns represented by the Establishment Clause are reinforced in other mandates of short bouts of stress, and and incorporate whole grains, and the shortest to various stressful demands, exercise intensity and duration, air temperature,","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
20,270,0.057749829572384004,3.900123276092388,2243.6973878264425,The greatest victory is that which requires no battle. Soldiers are not limited to replace the importance of the Army (DA) Civilians in leadership positions. Trainers and educators throughout the Army will also use this publication. Leaders use this time. (NCOs) will be 2 to,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
1,270,7.001032569673327,6.334201600816515,1335.7776410579681,I will guard everything within the limits of my post and quit my post only when properly relieved. �. �. �. �. �. �. �. �. �. �. �. �. ,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
2,270,5.411703140647323,5.32127105527454,1364.363155722618,I will guard everything within the limits of my post and quit my post only when properly relieved  Increased.  Increased.  Increased the Soldier’s.  Increased the  Increased.  Increased the Soldier’s the Soldier’s,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
3,270,4.730078414634422,4.837061748092557,1380.127426783244,I will guard everything within the limits of my post and quit my post only when properly relieved.  Increased  Increased.  Increased and nonphysical training.  Increased and  Key.  Increased.  Recommended intake. �,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
4,270,4.19822482974441,4.506749467717277,1404.7562810182571,I will guard everything within the limits of my post and quit my post only when properly relieved and nonphysical training sessions. The H2F System is the the Army’s and strength training programs in the Soldier’s the training and the Army. The H2F System is the Soldier to the unit,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
5,270,3.7102924413151213,4.28522834777832,1407.7013104438781,I will guard everything within the limits of my post and quit my post only when properly relieved to the the Soldier’s ability to the Soldier’sessions. The Soldier’s the training. the training and the training. The Soldier’s ability to the Soldier’s ability to the unit,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
6,270,3.1914387234935053,4.112627919809318,1404.2362586259842,I will guard everything within the limits of my post and quit my post only when properly relieved to the training program. 12-22 1 October 2020 FM 7-22 1 October 2020 FM 7-22 1 October 2020 FM 7-22 1 October 2020Principles and Fitness Schedules Table 14-22 1 October 2020Physiology,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
7,270,2.627456197915254,3.9877877985989607,1391.8370830672127,I will guard everything within the limits of my post and quit my post only when properly relieved.  Increased energy.  Increased energy requirements.  Key nutrients:  Perform modified Conditioning.  The Soldier performance.  Increased energy requirements of the waist,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
8,270,2.066199252119771,3.902301278931123,1389.9565910995007,"I will guard everything within the limits of my post and quit my post only when properly relieved. 8-49 through 11-1. The following requirements for the following requirements in the same  The FDA and sleep.  Considerations. The effects of the circadian rhythm of the same reason, the circadian rhythm","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
9,270,1.5364395455077842,3.840928518723068,1389.6364659468334,I will guard everything within the limits of my post and quit my post only when properly relievedER 2020 FM 7-22 1 October 2020Holistic Health and investment in rate. PART TWO: DESIGN 7-7Chapter 8  Perform modified Preparation: PD 7-7-8  Task 1,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
10,270,1.0924830233609235,3.8033162757202432,1391.7720215082168,"I will guard everything within the limits of my post and quit my post only when properly relieved free weight core sec second tasks will increase actual and nonphysical training programs such as repeated practice. 5-25. The development of the risk of the period ends with the ACFT is not strengthened, and the unit","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
